,Unnamed: 0,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,target
146,146,30,1,1,750000,3,1,0,0,1
147,147,31,0,1,400000,4,1,0,0,0
148,148,25,1,0,1400000,4,0,0,1,1
149,149,28,1,0,800000,5,1,0,0,0
150,150,28,1,0,650000,2,1,0,0,1
151,151,29,1,0,1200000,7,0,0,0,1
152,152,28,1,0,1200000,5,0,1,0,0
153,153,25,1,1,600000,5,0,1,0,0
154,154,28,1,0,700000,4,0,1,0,0
155,155,34,1,0,1300000,6,0,0,0,1
156,156,28,1,0,900000,4,0,1,0,0
157,157,28,1,0,600000,3,1,0,0,0
158,158,31,1,0,1250000,6,0,1,0,1
159,159,27,0,0,900000,7,1,0,0,0
160,160,31,0,0,1200000,5,1,0,0,1
161,161,34,1,1,1400000,3,1,0,1,1
162,162,34,1,0,500000,7,0,0,0,1
163,163,32,0,0,350000,5,0,0,0,0
164,164,28,0,0,300000,6,0,0,0,0
165,165,33,0,0,1000000,4,0,0,0,0
166,166,28,1,0,800000,7,0,0,0,0
167,167,31,0,0,400000,3,0,0,0,0
168,168,27,0,0,850000,7,1,0,0,0
169,169,25,1,1,600000,6,0,0,0,0
170,170,31,1,0,1350000,6,1,0,1,1
171,171,28,1,0,900000,7,0,0,0,0
172,172,27,1,1,600000,8,0,0,0,0
173,173,26,1,0,450000,5,1,0,0,1
174,174,34,1,0,700000,6,0,1,0,1
175,175,30,1,1,800000,3,0,0,0,0
176,176,34,1,0,1050000,6,0,0,0,1
177,177,28,1,0,1250000,5,0,0,0,0
178,178,32,0,0,350000,6,0,0,0,0
179,179,26,1,0,1250000,4,0,0,0,0
180,180,28,1,0,750000,6,0,1,0,0
181,181,26,1,0,1300000,3,0,0,0,0
182,182,35,1,1,800000,3,0,1,0,1
183,183,25,1,1,1700000,3,1,1,0,0
184,184,25,0,0,750000,3,0,0,0,0
185,185,28,0,0,300000,4,0,0,0,1
186,186,28,1,0,500000,9,0,0,0,1
187,187,28,1,0,650000,9,0,0,0,0
188,188,26,0,0,500000,4,0,0,0,0
189,189,26,1,0,1400000,7,1,0,1,1
190,190,27,0,0,900000,5,0,0,0,0
191,191,30,1,1,650000,3,0,0,1,0
192,192,28,1,0,800000,4,1,0,1,0
193,193,34,1,1,1300000,5,1,0,0,0
194,194,33,0,0,1100000,5,0,0,0,0
195,195,25,1,0,1400000,5,0,1,1,1
196,196,34,1,0,1000000,7,0,0,0,1
197,197,29,1,0,1150000,5,1,1,0,0
198,198,25,1,1,1350000,4,0,0,1,1
199,199,30,1,1,1450000,5,0,1,1,1
200,200,27,0,0,1050000,4,0,0,0,1
201,201,31,1,0,1400000,2,0,0,1,1
202,202,28,1,0,600000,7,0,0,0,1
203,203,28,1,0,1100000,4,1,0,0,0
204,204,32,0,0,900000,4,0,1,0,0
205,205,29,1,0,1150000,4,1,0,1,0
206,206,25,1,1,1150000,5,1,0,0,1
207,207,31,0,1,350000,3,0,0,0,0
208,208,29,1,0,1350000,4,0,0,1,1
209,209,25,1,1,1700000,3,1,1,0,0
210,210,28,1,0,1200000,5,1,1,0,0
211,211,27,1,1,450000,5,0,0,0,0
212,212,28,1,0,750000,5,1,0,0,0
213,213,26,1,0,1400000,5,0,1,1,1
214,214,27,0,0,850000,5,1,0,1,0
215,215,33,0,0,1100000,5,0,0,0,0
216,216,34,1,0,1050000,8,0,0,0,1
217,217,28,1,0,800000,6,0,0,0,0
218,218,26,1,0,1500000,7,0,1,1,0
219,219,31,1,0,1250000,9,1,0,0,0
220,220,35,1,1,800000,2,0,0,0,0
221,221,28,1,0,1200000,6,1,0,0,0
222,222,28,1,0,1200000,3,0,0,0,0
223,223,30,1,1,650000,3,0,0,0,0
224,224,31,1,0,1100000,5,0,1,0,0
225,225,31,1,0,1250000,2,0,0,0,0
226,226,34,0,0,1300000,9,1,0,0,1
227,227,34,1,0,1300000,6,1,0,0,0
228,228,34,1,0,1000000,5,0,0,0,0
229,229,34,1,0,1000000,2,0,0,0,0
230,230,29,1,0,900000,7,0,1,0,0
231,231,31,0,0,1200000,5,1,0,0,0
232,232,28,1,0,1250000,6,0,0,0,0
233,233,31,0,0,1200000,6,1,0,0,0
234,234,34,1,0,1300000,4,0,0,0,0
235,235,30,1,1,550000,4,0,0,0,0
236,236,26,1,0,1500000,5,0,1,1,1
237,237,30,1,1,500000,8,0,0,0,0
238,238,29,1,0,600000,3,1,0,0,0
239,239,26,1,0,1250000,5,0,0,0,0
240,240,27,1,1,350000,7,0,0,0,0
241,241,35,1,1,800000,6,0,0,0,1
242,242,33,0,0,400000,4,0,0,0,0
243,243,26,1,0,750000,6,0,0,0,0
244,244,27,0,0,500000,4,0,0,0,0
245,245,28,1,0,1150000,3,0,0,0,0
246,246,31,0,1,350000,6,1,0,0,0
247,247,27,0,0,1050000,3,0,1,0,1
248,248,34,0,0,1300000,6,0,0,0,1
249,249,28,1,0,1150000,5,0,0,0,0
250,250,34,1,0,1000000,6,1,0,0,1
251,251,28,0,0,300000,5,0,0,0,0
252,252,29,1,0,1350000,5,1,0,1,1
253,253,28,1,0,1400000,2,0,0,1,1
254,254,28,0,0,1200000,5,0,0,0,0
255,255,34,1,0,1500000,5,0,1,1,1
256,256,34,0,0,1300000,7,1,0,1,1
257,257,33,1,0,550000,5,0,0,0,1
258,258,29,1,0,900000,7,0,1,0,0
259,259,33,0,0,400000,3,1,0,0,1
260,260,26,1,0,1400000,3,1,0,1,1
261,261,28,1,0,1100000,4,1,0,0,1
262,262,26,1,0,750000,4,1,0,0,0
263,263,35,1,1,800000,4,0,0,0,0
264,264,29,1,0,350000,9,1,0,0,0
265,265,27,0,0,850000,6,0,1,0,0
266,266,31,0,0,400000,5,0,0,0,0
267,267,33,0,0,1100000,4,0,0,0,1
268,268,34,1,0,500000,6,0,0,0,1
269,269,27,1,1,800000,5,0,0,0,0
270,270,34,0,0,1300000,6,0,0,1,1
271,271,35,0,0,900000,3,1,0,0,0
272,272,28,1,0,700000,3,1,0,0,0
273,273,34,1,0,1000000,6,0,1,0,1
274,274,32,0,0,850000,7,0,0,0,1
275,275,26,1,0,1400000,4,1,0,1,1
276,276,29,1,0,1050000,6,0,0,0,0
277,277,31,1,0,950000,7,0,1,0,0
278,278,32,0,0,800000,5,1,0,0,1
279,279,32,0,0,350000,6,0,0,0,0
280,280,32,0,0,800000,6,0,1,0,0
281,281,26,1,0,750000,6,0,0,0,0
282,282,26,1,0,1400000,4,0,0,1,1
283,283,26,1,0,600000,4,0,1,0,0
284,284,28,1,0,750000,3,0,0,0,1
285,285,33,1,0,750000,4,0,0,0,0
286,286,28,1,0,600000,3,0,0,0,0
287,287,29,1,0,1200000,4,0,0,0,0
288,288,29,1,0,1100000,4,0,0,0,0
289,289,26,1,0,500000,3,0,0,0,0
290,290,32,0,0,900000,6,1,0,0,0
291,291,34,1,0,1300000,3,0,1,0,0
292,292,27,0,0,850000,4,0,0,0,0
293,293,31,1,0,1250000,3,0,0,0,1
294,294,29,1,0,1200000,4,0,0,0,0
295,295,28,1,0,550000,5,0,0,0,0
296,296,32,0,0,350000,7,0,0,0,0
297,297,35,1,1,800000,7,1,0,0,1
298,298,25,1,1,1700000,4,0,1,0,1
299,299,27,1,1,450000,3,0,0,0,0
300,300,32,0,0,900000,5,1,0,0,1
301,301,27,0,0,850000,4,1,0,0,0
302,302,34,1,0,700000,6,0,0,0,1
303,303,31,0,1,300000,3,0,0,0,0
304,304,34,1,0,1050000,3,0,0,0,0
305,305,26,1,0,1250000,4,1,0,1,0
306,306,33,0,0,650000,5,1,0,0,1
307,307,28,1,0,1150000,8,1,0,0,0
308,308,34,1,0,1000000,9,1,0,0,0
309,309,33,0,0,650000,4,0,0,0,1
310,310,30,1,1,550000,8,0,0,0,0
311,311,34,1,0,1500000,7,0,1,1,1
312,312,32,0,0,850000,7,0,0,0,0
313,313,25,1,1,1150000,4,0,0,0,1
314,314,26,1,0,1400000,5,0,0,1,1
315,315,28,0,0,300000,4,0,0,0,0
316,316,31,1,0,950000,5,1,0,0,0
317,317,32,0,0,800000,6,0,0,0,1
318,318,34,0,0,1100000,3,0,0,0,1
319,319,25,1,0,1700000,2,1,1,0,1
320,320,35,1,1,800000,5,0,0,0,0
321,321,28,1,0,500000,3,0,0,0,0
322,322,28,1,0,750000,3,0,0,0,0
323,323,33,1,0,1400000,5,0,0,1,1
324,324,28,0,0,300000,5,0,0,0,0
325,325,31,1,0,1250000,4,0,0,0,0
326,326,28,1,0,1150000,5,0,0,0,0
327,327,34,0,0,1300000,3,0,0,0,0
328,328,34,1,0,700000,6,0,1,1,1
329,329,28,1,0,1100000,8,0,0,0,0
330,330,35,1,1,800000,4,0,0,0,0
331,331,33,1,0,550000,4,0,0,0,1
332,332,31,1,0,1650000,7,1,1,0,1
333,333,31,1,0,1400000,6,1,0,1,0
334,334,29,1,0,1050000,3,0,0,0,1
335,335,28,1,0,800000,2,0,0,0,1
336,336,32,0,0,350000,9,1,0,0,0
337,337,30,1,1,550000,7,0,1,0,0
338,338,28,1,0,600000,3,0,0,0,0
339,339,29,1,0,1050000,5,0,0,0,0
340,340,27,1,1,800000,7,1,0,0,0
341,341,28,1,0,550000,7,0,0,0,0
342,342,28,1,0,1100000,2,0,0,0,1
343,343,28,1,0,1250000,7,0,0,0,0
344,344,32,0,0,800000,4,0,1,1,0
345,345,29,1,0,1200000,5,0,0,1,0
346,346,25,1,0,1800000,7,1,1,0,1
347,347,34,1,0,1300000,6,0,1,0,0
348,348,31,1,0,1400000,6,1,0,1,0
349,349,28,1,0,500000,3,0,0,0,0
350,350,31,1,0,950000,5,0,1,1,0
351,351,29,1,0,1200000,9,1,1,0,0
352,352,31,1,0,1350000,6,0,0,1,1
353,353,31,0,1,300000,3,0,0,0,0
354,354,25,1,1,1150000,5,0,0,0,1
355,355,28,1,0,1400000,3,0,0,1,1
356,356,34,1,0,1000000,4,0,0,0,0
357,357,34,1,0,500000,5,0,0,0,0
358,358,34,1,0,1000000,5,0,1,0,0
359,359,25,1,1,1150000,3,0,0,0,0
360,360,28,1,1,550000,4,0,0,0,0
361,361,29,1,0,1350000,4,0,0,1,1
362,362,28,1,0,700000,2,1,0,0,0
363,363,34,0,0,1300000,4,0,0,0,0
364,364,31,0,0,1200000,6,0,0,0,0
365,365,25,1,1,1700000,3,0,1,0,1
366,366,28,0,0,300000,3,0,0,0,0
367,367,31,0,0,1300000,4,0,0,0,0
368,368,35,1,1,800000,3,0,0,0,1
369,369,32,0,0,800000,7,1,0,0,0
370,370,31,0,0,1300000,6,0,0,0,1
371,371,27,0,0,900000,5,1,0,1,0
372,372,29,1,0,350000,5,1,0,0,0
373,373,28,1,0,900000,5,0,1,0,0
374,374,28,0,0,600000,7,0,0,0,0
375,375,28,1,0,1100000,6,1,0,0,0
376,376,31,0,0,1300000,4,0,0,0,0
377,377,27,1,1,1550000,4,0,1,0,1
378,378,25,1,0,1700000,5,0,1,0,1
379,379,27,1,1,1550000,6,0,1,0,1
380,380,28,1,0,1200000,5,1,0,0,0
381,381,29,1,0,1200000,5,0,0,0,0
382,382,31,1,0,1400000,6,0,0,1,1
383,383,29,1,0,1100000,4,0,0,0,0
384,384,33,0,0,600000,3,0,0,1,0
385,385,34,1,0,1000000,5,0,0,0,0
386,386,28,1,0,1350000,5,0,0,1,1
387,387,28,0,0,300000,5,0,0,0,0
388,388,28,1,0,550000,5,0,0,0,0
389,389,31,1,0,1350000,5,0,0,1,1
390,390,33,1,0,550000,5,0,0,0,1
391,391,28,0,0,1200000,5,0,0,0,1
392,392,31,1,0,950000,4,1,0,0,1
393,393,29,1,0,1050000,3,0,1,0,0
394,394,28,1,0,1200000,4,0,0,0,1
395,395,32,0,0,800000,5,0,0,0,0
396,396,33,0,0,650000,6,1,0,0,1
397,397,25,0,0,750000,5,0,0,0,0
398,398,28,1,0,1250000,5,0,1,0,0
399,399,35,1,1,800000,5,0,0,0,0
400,400,29,1,0,1200000,4,0,1,0,0
401,401,34,1,0,700000,4,0,0,0,0
402,402,31,1,0,1250000,3,0,0,0,0
403,403,28,1,0,800000,8,1,0,0,0
404,404,33,0,0,650000,5,1,0,0,1
405,405,32,0,0,850000,6,0,0,0,0
406,406,28,1,0,1200000,9,0,0,0,1
407,407,25,1,1,1700000,6,0,1,0,1
408,408,31,0,1,350000,2,0,0,0,0
409,409,28,1,0,700000,5,0,0,0,0
410,410,28,1,1,550000,4,0,0,0,0
411,411,28,0,0,600000,6,0,0,0,0
412,412,28,0,0,300000,7,1,0,0,0
413,413,25,1,0,1700000,5,0,1,0,1
414,414,33,1,0,1400000,4,0,0,1,1
415,415,28,0,0,600000,5,0,0,0,0
416,416,31,1,0,1400000,7,0,0,1,1
417,417,31,1,0,1400000,3,0,1,1,1
418,418,34,1,0,1000000,3,1,0,0,0
419,419,25,1,1,1150000,4,0,0,0,0
420,420,34,1,0,1050000,5,0,0,0,0
421,421,28,0,0,300000,4,0,0,0,0
422,422,34,1,0,1500000,7,1,1,1,1
423,423,25,1,0,1400000,5,0,0,1,1
424,424,29,1,0,1100000,7,1,1,0,1
425,425,29,1,0,350000,5,1,0,0,0
426,426,25,1,0,500000,5,0,0,0,0
427,427,25,1,0,1400000,7,0,1,1,1
428,428,28,1,0,700000,5,1,0,0,0
429,429,32,0,0,350000,2,0,0,0,0
430,430,26,1,0,1300000,7,0,0,0,1
431,431,28,1,0,500000,6,0,0,0,0
432,432,34,1,0,500000,5,0,0,0,0
433,433,28,1,0,1100000,4,0,0,0,0
434,434,34,1,0,1300000,7,0,0,0,1
435,435,34,1,0,1500000,4,1,1,1,1
436,436,28,1,0,1200000,4,1,0,1,0
437,437,27,1,1,800000,7,0,0,0,0
438,438,33,0,0,400000,5,1,0,0,0
439,439,28,1,0,800000,3,0,0,0,0
440,440,34,1,0,1000000,4,0,0,0,1
441,441,34,1,0,850000,5,0,0,0,1
442,442,29,1,0,1100000,9,0,0,0,0
443,443,25,1,1,1150000,6,0,0,0,1
444,444,28,1,0,700000,4,1,0,0,1
445,445,27,0,0,1050000,6,1,0,0,0
446,446,28,1,0,700000,2,0,0,0,0
447,447,29,1,0,500000,3,0,0,0,0
448,448,33,1,0,1500000,4,1,1,1,1
449,449,31,1,0,500000,3,1,0,0,1
450,450,31,1,0,1250000,6,0,0,1,0
451,451,28,1,0,800000,4,0,0,0,0
452,452,34,1,0,1300000,4,1,0,0,1
453,453,31,1,0,1100000,3,0,0,0,0
454,454,28,0,0,300000,4,0,0,0,0
455,455,35,0,0,1100000,4,0,0,0,0
456,456,26,1,0,1500000,5,1,1,1,1
457,457,25,1,1,1150000,4,0,0,0,0
458,458,26,1,0,750000,3,1,0,0,0
459,459,34,1,0,1500000,5,0,1,1,1
460,460,25,1,1,1350000,6,0,0,1,1
461,461,35,0,0,900000,4,1,0,0,1
462,462,26,1,0,1250000,6,1,0,0,0
463,463,33,1,0,750000,2,1,0,0,0
464,464,34,1,0,1500000,5,0,1,1,1
465,465,26,1,0,1500000,5,0,1,1,1
466,466,28,1,0,550000,4,0,0,0,0
467,467,26,0,0,500000,5,0,0,0,0
468,468,28,1,0,1200000,5,0,0,0,0
469,469,25,1,1,1700000,5,0,1,0,1
470,470,28,1,0,1300000,2,1,0,0,0
471,471,26,1,0,1250000,3,0,0,0,0
472,472,28,0,0,300000,5,0,0,0,0
473,473,25,1,0,1400000,8,0,0,1,1
474,474,31,1,0,1100000,3,1,1,0,0
475,475,34,1,0,1000000,4,0,0,0,1
476,476,33,1,0,1400000,4,1,0,1,1
477,477,34,1,0,1500000,6,1,1,1,1
478,478,29,1,0,900000,4,0,0,0,0
479,479,34,0,0,1300000,4,1,0,0,0
480,480,34,1,0,1050000,7,0,1,0,1
481,481,29,1,0,1100000,4,0,0,0,0
482,482,32,0,0,850000,9,0,0,0,0
483,483,28,1,0,1150000,4,0,0,0,0
484,484,33,0,0,800000,6,0,0,0,1
485,485,27,1,1,450000,4,0,0,0,0
486,486,33,1,0,550000,4,0,1,0,0
487,487,34,1,0,850000,4,0,0,0,1
488,488,28,0,0,300000,3,0,0,0,0
489,489,30,1,1,800000,9,0,0,0,0
490,490,29,1,0,1200000,5,1,0,0,0
491,491,28,1,0,1100000,4,1,0,0,1
492,492,34,1,0,500000,3,0,0,0,0
493,493,29,1,0,1050000,7,0,0,0,0
494,494,34,0,0,1300000,5,1,0,1,0
495,495,31,0,0,1200000,4,0,0,0,0
496,496,26,1,0,600000,7,0,0,0,0
497,497,28,1,0,1200000,5,0,1,0,1
498,498,29,1,0,600000,5,0,0,0,0
499,499,32,0,0,350000,6,0,0,0,0
500,500,26,1,0,1500000,4,0,1,1,1
501,501,31,1,0,1250000,3,0,0,0,0
502,502,28,0,0,300000,4,1,0,0,1
503,503,31,0,0,1300000,5,0,0,0,0
504,504,29,1,0,500000,4,0,0,0,0
505,505,28,1,0,800000,4,0,0,0,0
506,506,28,1,0,600000,6,0,0,0,0
507,507,32,0,0,800000,2,1,0,0,0
508,508,28,1,0,900000,6,0,0,0,1
509,509,28,1,0,1450000,6,0,1,1,1
510,510,31,1,0,950000,5,0,0,0,0
511,511,31,1,0,1250000,3,0,0,1,0
512,512,29,1,0,1100000,5,0,1,0,0
513,513,27,0,0,850000,5,1,0,0,0
514,514,28,1,0,500000,4,0,0,0,1
515,515,27,0,0,850000,7,0,1,0,0
516,516,31,1,0,1250000,3,1,0,0,0
517,517,31,1,0,1250000,5,0,0,0,1
518,518,29,1,0,1350000,4,0,1,1,1
519,519,25,1,1,1700000,3,0,1,0,1
520,520,35,0,0,1100000,4,1,0,0,0
521,521,28,1,0,1100000,6,0,0,0,0
522,522,35,1,1,800000,6,1,0,0,1
523,523,33,0,0,400000,5,1,0,0,0
524,524,32,0,0,800000,4,0,0,0,0
525,525,26,1,0,500000,9,0,0,0,0
526,526,31,1,0,1100000,4,1,0,0,0
527,527,28,1,0,700000,4,1,0,0,0
528,528,25,1,1,1150000,5,0,0,0,0
529,529,28,1,0,1250000,4,0,1,0,0
530,530,29,1,0,900000,3,0,0,0,0
531,531,28,1,0,1150000,6,1,0,0,0
532,532,31,0,0,1300000,5,1,1,0,1
533,533,29,1,0,600000,3,0,0,0,0
534,534,27,1,1,450000,4,0,0,0,1
535,535,31,1,0,1350000,5,0,0,1,1
536,536,30,1,1,500000,3,0,0,0,0
537,537,29,1,0,600000,8,1,0,0,1
538,538,28,1,0,1150000,2,1,1,0,0
539,539,33,0,1,400000,4,0,0,0,0
540,540,26,1,0,1500000,3,0,1,1,1
541,541,29,1,0,1200000,5,0,0,0,0
542,542,27,1,1,600000,4,0,1,0,0
543,543,34,1,0,850000,3,1,0,0,0
544,544,31,0,1,400000,3,0,0,0,0
545,545,26,1,0,600000,6,1,0,0,0
546,546,28,1,0,550000,3,0,0,0,0
547,547,26,1,0,1400000,4,1,0,1,1
548,548,27,0,0,850000,5,0,0,0,0
549,549,28,0,1,300000,5,1,0,0,0
550,550,34,1,0,1050000,5,0,0,0,0
551,551,25,1,0,1400000,9,1,0,1,1
552,552,27,0,0,1050000,4,0,0,0,0
553,553,33,1,0,1400000,5,0,1,1,0
554,554,32,0,0,800000,6,0,0,0,0
555,555,26,1,0,1750000,4,0,0,0,0
556,556,33,1,0,550000,4,1,0,0,0
557,557,27,0,0,1050000,3,0,0,0,0
558,558,34,1,0,850000,3,1,0,0,0
559,559,29,1,0,1200000,3,0,0,0,1
560,560,26,1,0,1400000,7,0,0,1,1
561,561,29,1,0,1050000,9,0,0,0,0
562,562,33,0,0,1000000,4,0,0,1,0
563,563,33,1,0,550000,3,1,0,0,1
564,564,29,1,0,900000,6,1,0,0,0
565,565,28,1,0,800000,5,0,0,0,0
566,566,27,0,0,850000,3,0,0,1,0
567,567,35,1,1,800000,7,1,0,1,1
568,568,35,1,1,800000,5,0,0,0,0
569,569,27,0,0,500000,4,1,0,0,0
570,570,25,1,1,1150000,5,1,0,0,0
571,571,32,0,0,850000,5,1,0,0,0
572,572,28,1,1,550000,5,0,0,0,0
573,573,27,1,1,350000,3,0,0,0,0
574,574,29,1,0,1150000,5,0,1,0,0
575,575,29,1,0,900000,6,0,1,0,1
576,576,31,1,0,1400000,3,0,0,1,1
577,577,27,0,0,500000,3,0,0,0,1
578,578,34,1,0,1000000,4,0,0,0,0
579,579,33,0,0,400000,3,0,0,0,0
580,580,31,1,0,1250000,4,0,0,0,0
581,581,28,1,0,700000,4,1,0,0,0
582,582,29,1,0,1100000,3,0,0,0,0
583,583,29,1,0,500000,3,0,0,0,1
584,584,29,1,0,900000,5,0,0,0,0
585,585,34,1,1,1400000,7,1,0,1,1
586,586,28,0,0,300000,7,0,0,0,0
587,587,29,1,0,900000,9,1,0,0,1
588,588,35,1,1,800000,6,0,0,0,1
