,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,target
44,-0.321990555,1.006060662,1.411635755,1.0818543,0.25015768,-0.746797798,0.765825299,-0.193825248,-0.834877028,-0.181903994,-0.370766732,0.214459252,0.740054549,0.230278998,1.14531801,-0.476048074,-0.100244022,0.069627735,0.748288023,0.140308524,0.167083096,0.525712488,-0.172923946,0.419291581,-0.097365068,-0.259790752,0.158082473,0.152156132,14.9,0
45,1.21323809,-0.514962368,0.469174598,0.062669212,-0.791137382,-0.047366698,-0.45474864,0.048101411,-1.000213335,0.736343461,1.261847364,1.204140992,0.4876749,-0.003947144,-0.947032135,-2.066307045,0.407919152,0.578875965,-0.700706833,-0.489235997,-0.410130619,-0.542679489,0.042780718,0.241080042,0.34871878,0.365604617,0.007406025,0.005811305,28.0,0
46,1.190576667,-0.00046434,0.739098627,0.975469961,-0.803123958,-0.791518645,-0.112092463,-0.128944063,0.588970559,-0.217632755,-0.486322712,0.601253796,-0.083706614,-0.177569551,-0.428334705,-0.462777382,0.207172602,-0.674739097,0.061449561,-0.120095586,-0.062936843,0.055050396,-0.054114641,0.774422521,0.541263276,0.41741764,-0.016257523,0.015259525,12.58,0
47,1.773622611,0.121834996,0.069426629,3.942238525,-0.14646587,0.542441963,-0.628072426,0.164133814,1.071906175,1.084441954,-0.640758681,-3.811739023,0.025739892,1.700667792,-0.553118164,1.506959661,-0.2955756,0.682475905,-2.070052647,-0.272968266,0.052655197,0.166201123,0.216320608,0.590463186,-0.363094454,-0.075156478,-0.046752497,-0.02322263,67.79,0
48,1.026598632,-1.251025219,0.997408662,-0.624033192,-1.308690446,0.801494182,-1.285231666,0.418356556,-0.345864473,0.545547983,1.555977945,0.294086265,-0.069830291,-0.39657316,0.199894065,0.812457564,0.63868705,-1.390716583,-0.006826869,0.219195421,0.475823964,1.236178362,-0.14411609,-0.222236364,0.234423009,-0.015342037,0.058353278,0.026331525,113.75,0
49,1.240847298,-0.91741465,-0.393991336,-0.796294557,-0.558344714,-0.27305659,-0.262141049,-0.156314318,-0.712507474,0.634266806,-1.839049145,-0.971058064,-0.191361864,0.22897562,1.062179968,-0.78855072,-0.485683752,1.268802844,-0.173946488,-0.213037859,-0.611530536,-1.637710796,-0.088761105,-1.025189873,0.173374818,0.891531521,-0.092095427,0.017569937,138.95,0
50,-0.601492737,1.161666705,-0.715566173,-0.289332189,2.327426865,3.402309677,-0.144824199,1.306020743,-0.835929128,-0.181542777,-0.43655309,-0.141516004,0.016480426,0.7717025,1.169287118,0.114058317,-0.519709609,0.587001142,0.766955839,0.148995076,0.098361799,0.17128251,-0.147554846,1.004344745,-0.012639304,-0.29943405,0.295625475,0.152522728,5.52,0
51,1.238239313,0.355062306,0.273131195,0.99988525,-0.053580632,-0.582338954,0.196778971,-0.225151215,-0.08370084,-0.042825911,-0.618901078,0.660485783,1.26081616,0.079728379,0.935116652,0.267378346,-0.7204127,-0.14015969,-0.197675027,-0.019207585,-0.064093993,-0.13462104,-0.108977601,-0.10168778,0.640784751,-0.412952707,0.026255546,0.02568244,19.99,0
52,2.052481236,-0.283198873,-0.734930303,0.122849672,-0.076144253,0.078843227,-0.536981666,0.065633282,1.234070667,-0.133684848,-1.331090454,0.158437,0.183546489,0.014305417,1.128981683,0.512191314,-0.876326618,0.092082455,0.020965124,-0.192211432,-0.189054311,-0.454558781,0.333289841,-0.026428615,-0.349631576,-0.601716749,0.030467929,-0.031864824,1.18,0
53,2.095037015,-1.175448958,-1.520764534,-0.918476963,-0.481096412,-0.488949276,-0.525731715,-0.273566184,-0.063872628,0.759855974,-1.797145567,-0.86686131,0.405156459,-0.354674881,-0.022158388,1.091196957,-0.107479856,-0.757384423,0.795549125,0.181252602,0.565299764,1.580266746,-0.318743723,-0.901548929,0.403101318,0.302832612,-0.034750827,-0.05850756,104.4,0
54,-5.312823471,3.806239817,-4.905057643,-1.396753777,-0.973437674,3.261224825,-3.871936952,5.272599173,-0.300368519,-1.470721218,-1.32557095,1.324460684,0.414653945,1.385514421,0.4504086,1.784200013,1.817187708,0.903848506,-0.98415949,-0.573071726,0.54444324,0.403727284,0.260300965,0.646392588,0.372771632,0.650820413,-1.181758539,-0.35555253,18.7,0
55,2.223522893,-0.622985406,-1.29269804,-0.871464453,-0.563095653,-1.42929184,-0.247204188,-0.481432088,-0.652679613,0.856825821,-0.480890373,-0.19627511,0.989303323,-0.127243006,0.238070186,0.840585087,0.107162702,-1.4039361,0.413924644,0.01802535,0.443173834,1.340034305,-0.022598698,0.129665395,0.229244184,0.063273338,-0.034013317,-0.063598116,15.0,0
56,1.171348155,-0.466056718,0.636857604,0.475585713,-0.56131457,0.7574686,-0.82815474,0.392495351,1.011105398,-0.034904132,-0.511396398,-0.195789183,-1.46656306,0.04797786,-0.216309901,0.830852361,-0.814340831,0.905854698,0.753554446,-0.089589944,-0.128186527,-0.356451336,-0.153222409,-1.000569908,0.334776833,0.383990154,-0.005441517,0.005451169,39.99,0
57,0.27314195,0.808306353,-0.292695084,-0.514888733,0.866021577,-0.769070985,1.002560716,-0.279925413,-0.022318302,-0.476512713,-1.656328648,-0.400273348,-0.027807054,0.418675906,0.55568224,-0.17190333,-0.752208968,0.476550036,0.332281365,-0.153378289,0.379867176,1.254144764,-0.236912336,-0.675954423,-0.775373354,-0.185914563,0.26911508,0.253569845,1.0,0
58,-0.599884135,1.494183883,-0.468230267,1.01623323,0.146515401,-0.655344292,1.333991586,0.083141825,-0.667511118,-0.157642605,-1.288687368,-0.185383012,-0.619082705,0.827962492,-0.265561497,-1.001364916,0.344822935,-0.279081664,0.739880504,-0.099827683,0.13172844,0.535420862,-0.124669621,-0.014714065,-0.095108476,-0.441019788,0.22467282,0.166485906,89.9,0
59,-0.245704944,1.067488112,-0.603685243,-0.517065179,0.317259494,-0.830186909,0.524713381,0.358791782,-0.231610951,-0.297500129,0.117018236,0.024944395,-1.226638567,1.168293827,-0.122882283,0.026034274,-0.599662277,0.951279495,0.451992973,-0.194847119,0.427080137,1.28203532,-0.117713221,-0.331077352,-0.796778403,-0.213106542,0.37290699,0.244056861,2.29,0
60,2.063818799,-0.008664664,-1.048875237,0.412677724,-0.100184279,-1.206829696,0.21960474,-0.36542426,0.460897914,0.058165093,-0.642910284,0.722974822,0.591533708,0.170429147,-0.018820381,-0.132742863,-0.315096665,-0.937658618,0.139481844,-0.192635127,-0.283144989,-0.653630015,0.33576324,0.06075302,-0.281335349,0.193705784,-0.067090813,-0.058867553,0.89,0
61,-0.248595091,2.172198475,0.037246198,3.386695807,1.722432979,-0.505394149,1.397074999,-0.152250767,-2.143761113,-0.352482602,-0.485976189,-0.555247349,0.822201369,-2.761037977,-0.882007663,1.430137906,1.39311437,0.539944375,-1.311485579,-0.003898421,-0.30877798,-0.862380418,-0.026886278,-0.393640924,-0.631787704,-0.342664775,0.19686986,0.259202644,6.3,0
62,0.489602284,0.584951148,-0.021613708,-0.711142258,0.521969139,-1.179403613,0.37440552,-1.165106261,0.052329655,-0.586266434,-0.782936568,0.903696423,0.835345672,0.149115011,-0.795581059,0.151135136,-0.647540576,-1.054430875,-0.856934589,-0.383431803,0.531408049,-0.889788996,-0.22050254,0.08109322,-0.030935222,0.051541636,0.199277702,0.308849983,1.79,0
63,1.01841182,1.036663009,-1.689813707,1.315475833,1.698436056,0.528806549,0.331714502,0.364538762,-0.711797939,-1.57028828,3.463017821,0.538411363,-0.378095385,-3.04549518,1.468911143,-0.029741514,3.664588481,-0.105189589,-2.097944321,-0.167555416,-0.040237593,0.096171574,-0.09254897,-1.345663706,0.510304957,-0.182673523,0.107058302,0.071818003,0.89,0
64,-2.718050262,2.885676699,1.048689072,1.699175463,-0.572295485,1.39714285,-3.007251832,-7.290300621,-1.920688733,-1.990035126,-1.524215056,1.144200581,-0.103357606,1.043848167,-1.867621072,0.835296921,0.167040839,-0.360117817,-1.642286519,1.65891673,-3.741869575,1.253120939,0.282794728,0.360518505,0.469929955,-0.063156823,-0.202957454,0.111799707,3.92,0
65,1.248589255,-0.071240829,0.309541406,-0.107430991,-0.502084536,-0.700542102,-0.144765808,-0.056833482,0.358235623,-0.214668009,-0.122020992,-0.094187969,-0.65022499,0.410743775,1.469049314,-0.001570275,0.016648529,-0.856194943,-0.283441345,-0.140849928,-0.088726434,-0.24665052,0.08143528,0.127005868,0.141813755,0.991897272,-0.07280655,-0.000671724,6.07,0
66,-1.303430161,0.348631805,1.21581684,-0.997238486,0.704029995,0.653180954,-0.17225835,0.882871685,0.141235739,-1.55848849,-0.480140098,0.852338368,0.469438932,0.164751662,0.678938248,-0.464572083,0.214025632,-1.545550527,-1.853518029,-0.242893182,0.057187581,0.03965516,0.042629865,-1.065137315,-0.459237229,-0.617876087,0.078192743,0.001402186,7.49,0
67,-1.169618342,-1.961881193,-0.467822337,-2.846454324,-2.086045676,-0.047262682,2.745679163,-0.143452324,1.716542745,-2.580394072,0.521627277,0.542558086,-1.893847179,0.541275382,-0.57766349,-0.563174469,-0.461865592,0.544543686,0.622205126,1.10470243,0.243505701,-0.356176876,1.836129441,-0.157148362,-1.055137525,-1.581931429,0.076499051,0.310609596,679.72,0
68,0.854087441,1.212528202,-0.050893917,4.399248654,0.978575769,0.535785932,0.726137413,-0.268670055,-1.585534985,2.185837574,-1.149319097,-1.246112402,-0.398168365,0.34133861,0.980703963,-0.166928429,-0.141526129,0.27184199,0.754209283,0.076513474,0.31277573,1.109138517,0.136994311,0.596810703,-1.156515387,0.318558378,-0.138194578,-0.149235217,14.38,0
69,-0.628656703,-0.559659317,1.661561373,-2.614930629,-0.636469376,-0.566902644,0.029748995,-0.067208422,-1.758374876,0.182915813,-1.745186164,-0.920098927,-0.229851729,-0.963905742,-2.675028639,-1.258394126,0.997169299,-0.731305866,0.028165806,-0.356325233,-0.512156325,-0.941104924,-0.263034308,0.012202595,0.71407766,-0.284879291,0.021345791,0.04472704,25.65,0
70,-0.568841567,-0.513372356,3.210419649,-0.297044046,-1.604415644,1.24362895,-1.188795996,0.668154747,-0.146469342,0.040366696,0.599231854,-0.052052715,-1.077204785,-1.146648264,-1.803837416,-0.249970028,1.62769898,-1.09496036,2.192630932,0.217126221,0.247220993,1.033311311,-0.264543417,0.282807348,0.143628539,0.137281005,0.157163611,0.072487715,25.6,0
71,-0.541505212,1.147262631,-0.953702693,-0.429296644,0.54869728,-0.837144235,0.845015431,-0.013874687,0.531294206,0.165896712,0.648527411,-0.731490035,-2.092273171,-0.438865064,0.333864699,0.320645005,0.204228124,1.415026104,0.110110002,0.084491719,0.201671418,0.88832014,-0.113570299,-0.522812869,-0.27764504,-0.124777741,0.471650854,0.317859102,34.36,0
